index,link,name,CR,XP,alignment,size,type,init,senses,perception,AC,touch,flat_footed,HP,HD,fortitude,reflex,will,speed,burrow,climb,fly,swim,highest_attack_bonus,melee_attacks_num,melee_median_dmg,ranged_attacks_num,ranged_median_dmg,space,reach,strength,dexterity,constitution,intelligence,wisdom,charisma,BAB,CMB,CMD,feats_num,skills_num
10,https://www.d20pfsrd.com/bestiary/monster-listings/animals/raven,Raven,0.16666666666666666,65,N,Tiny,Animal,2.0,1,6.0,14.0,14.0,12.0,3.0,1.0,1.0,4.0,2.0,10,0,0,40,0,4,1,0.0,0,0.0,2.5,0,2.0,15.0,8.0,2.0,15.0,7.0,0.0,0.0,6.0,2,2
11,https://www.d20pfsrd.com/bestiary/monster-listings/animals/turtle,Turtle,0.16666666666666666,65,N,Tiny,Animal,-2.0,1,4.0,16.0,10.0,16.0,3.0,1.0,1.0,0.0,1.0,5,0,0,0,0,-2,1,0.0,0,0.0,2.5,0,3.0,6.0,8.0,2.0,12.0,3.0,0.0,-4.0,2.0,1,2
12,https://www.d20pfsrd.com/bestiary/monster-listings/animals/turtle/snapping-turtle,Snapping Turtle,0.3333333333333333,135,N,Tiny,Animal,-1.0,2,5.0,12.0,11.0,12.0,5.0,1.0,3.0,1.0,1.0,10,0,0,0,0,1,1,0.0,0,0.0,2.5,0,4.0,8.0,13.0,1.0,13.0,6.0,0.0,-3.0,4.0,1,2
13,https://www.d20pfsrd.com/bestiary/monster-listings/animals/turtle/turtle-giant-snapping,Giant Snapping Turtle,9.0,6400,N,Gargantuan,Animal,2.0,2,21.0,23.0,4.0,23.0,115.0,11.0,12.0,5.0,6.0,20,0,0,0,0,16,1,31.5,0,0.0,20.0,15,32.0,6.0,21.0,1.0,13.0,6.0,8.0,23.0,31.0,6,2
14,https://www.d20pfsrd.com/bestiary/monster-listings/animals/turtle/turtle-mutated,Mutated Turtle,10.0,9600,N,Gargantuan,Animal,2.0,2,21.0,25.0,4.0,25.0,137.0,11.0,14.0,5.0,6.0,20,0,30,0,0,18,1,34.5,0,0.0,20.0,15,36.0,6.0,25.0,1.0,13.0,3.0,8.0,25.0,33.0,6,3
15,https://www.d20pfsrd.com/bestiary/monster-listings/animals/turtle/turtle-gliding,Gliding Turtle,2.0,600,N,Large,Animal,0.0,1,0.0,14.0,9.0,14.0,19.0,3.0,4.0,3.0,1.0,10,0,0,30,0,3,1,8.0,0,0.0,10.0,10,14.0,10.0,13.0,2.0,11.0,5.0,2.0,5.0,15.0,2,2
16,https://www.d20pfsrd.com/bestiary/monster-listings/fey/killmoulis,Killmoulis,0.16666666666666666,65,CN,Diminutive,Fey,3.0,1,8.0,18.0,18.0,14.0,4.0,1.0,1.0,5.0,4.0,40,0,0,0,0,7,1,0.0,0,0.0,1.0,0,5.0,16.0,12.0,10.0,14.0,6.0,0.0,-7.0,7.0,1,5
17,https://www.d20pfsrd.com/bestiary/monster-listings/animals/birds/parrot/,Parrot,0.16666666666666666,65,N,Tiny,Animal,2.0,1,6.0,14.0,14.0,12.0,3.0,1.0,2.0,4.0,2.0,10,0,0,40,0,4,1,0.0,0,0.0,2.5,0,2.0,15.0,8.0,2.0,15.0,7.0,0.0,0.0,6.0,2,2
18,https://www.d20pfsrd.com/bestiary/monster-listings/vermin/spider/spider-drain,Drain spider,0.16666666666666666,65,N,Diminutive,Vermin,7.0,2,4.0,21.0,21.0,14.0,2.0,1.0,0.0,7.0,0.0,30,0,30,0,0,-1,1,0.0,0,0.0,5.0,5,1.0,25.0,6.0,NULL,10.0,2.0,4.0,3.0,8.0,0,3
19,https://www.d20pfsrd.com/bestiary/monster-listings/vermin/botfly-giant,Giant Botfly,0.3333333333333333,135,N,Tiny,Vermin,2.0,1,0.0,14.0,14.0,12.0,4.0,1.0,2.0,2.0,0.0,5,0,0,60,0,4,1,0.0,0,0.0,2.5,0,2.0,14.0,10.0,NULL,11.0,2.0,0.0,0.0,6.0,0,2
20,https://www.d20pfsrd.com/bestiary/monster-listings/animals/cat,Cat,0.25,100,N,Tiny,Animal,2.0,2,5.0,14.0,14.0,12.0,3.0,1.0,1.0,4.0,1.0,30,0,0,0,0,4,3,0.0,0,0.0,2.5,0,3.0,15.0,8.0,2.0,12.0,7.0,0.0,0.0,6.0,1,3
21,https://www.d20pfsrd.com/bestiary/monster-listings/vermin/crab/king-crab,King Crab,0.25,100,N,Tiny,Vermin,2.0,1,4.0,18.0,14.0,16.0,5.0,1.0,3.0,2.0,0.0,30,0,0,0,0,0,2,0.0,0,0.0,2.5,0,7.0,15.0,12.0,NULL,10.0,2.0,0.0,0.0,8.0,0,2
22,https://www.d20pfsrd.com/bestiary/monster-listings/animals/dodo,Dodo,0.25,100,N,Small,Animal,0.0,1,3.0,11.0,11.0,11.0,6.0,1.0,4.0,2.0,-1.0,20,0,0,0,0,0,0,0.0,0,0.0,5.0,5,7.0,11.0,14.0,2.0,9.0,6.0,0.0,-3.0,7.0,1,1
23,https://www.d20pfsrd.com/bestiary/monster-listings/animals/donkey-rat,Donkey Rat,0.25,100,N,Small,Animal,3.0,2,4.0,14.0,14.0,11.0,5.0,1.0,3.0,5.0,1.0,30,0,0,0,0,0,0,0.0,0,0.0,5.0,5,6.0,17.0,13.0,2.0,13.0,4.0,0.0,1.0,9.0,1,3
24,https://www.d20pfsrd.com/bestiary/monster-listings/animals/canines/fox/,Fox,0.25,100,N,Tiny,Animal,2.0,2,8.0,14.0,14.0,12.0,5.0,1.0,3.0,4.0,1.0,40,0,0,0,0,1,1,1.0,0,0.0,2.5,0,9.0,15.0,13.0,2.0,12.0,6.0,0.0,0.0,9.0,1,4
25,https://www.d20pfsrd.com/bestiary/monster-listings/animals/canines/fox/fox-firefoot-fennec,Firefoot Fennec,0.25,100,N,Tiny,Animal,3.0,2,8.0,15.0,15.0,12.0,4.0,1.0,2.0,5.0,1.0,40,0,0,0,0,0,0,0.0,0,0.0,5.0,5,9.0,17.0,11.0,2.0,12.0,6.0,0.0,1.0,10.0,1,3
26,https://www.d20pfsrd.com/bestiary/monster-listings/humanoids/kobold,Kobold,0.25,100,LE,Small,Humanoid,1.0,1,5.0,15.0,12.0,14.0,5.0,1.0,2.0,1.0,-1.0,30,0,0,0,0,0,0,0.0,0,0.0,5.0,5,9.0,13.0,10.0,10.0,9.0,8.0,1.0,-1.0,10.0,1,5
27,https://www.d20pfsrd.com/bestiary/monster-listings/fey/mite,Mite,0.25,100,LE,Small,Fey,1.0,3,5.0,12.0,12.0,11.0,3.0,1.0,0.0,3.0,3.0,20,0,20,0,0,2,1,1.0,1,1.0,5.0,5,8.0,13.0,11.0,8.0,13.0,8.0,0.0,-2.0,9.0,1,6
28,https://www.d20pfsrd.com/bestiary/monster-listings/animals/primates/primate-monkey,Monkey,0.25,100,N,Tiny,Animal,2.0,1,5.0,14.0,14.0,12.0,4.0,1.0,2.0,4.0,1.0,30,0,30,0,0,4,1,0.0,0,0.0,2.5,0,3.0,15.0,10.0,2.0,12.0,5.0,0.0,0.0,6.0,1,3
29,https://www.d20pfsrd.com/bestiary/monster-listings/animals/otter,Otter,0.25,100,N,Tiny,Animal,3.0,1,1.0,15.0,15.0,12.0,4.0,1.0,2.0,5.0,1.0,20,0,0,0,0,5,1,0.0,0,0.0,2.5,0,3.0,16.0,10.0,2.0,13.0,5.0,0.0,1.0,7.0,1,2
30,https://www.d20pfsrd.com/bestiary/monster-listings/animals/porcupine,Porcupine,0.25,100,N,Tiny,Animal,1.0,1,-1.0,13.0,13.0,12.0,5.0,1.0,3.0,5.0,-1.0,30,0,0,0,0,0,0,0.0,0,0.0,5.0,5,11.0,12.0,12.0,2.0,9.0,5.0,0.0,-1.0,9.0,1,2
31,https://www.d20pfsrd.com/bestiary/monster-listings/animals/porcupine/porcupine-giant,Giant Porcupine,2.0,600,N,Medium,Animal,1.0,1,6.0,13.0,11.0,12.0,22.0,3.0,6.0,6.0,2.0,40,0,0,0,0,0,0,0.0,0,0.0,5.0,5,17.0,12.0,16.0,2.0,13.0,5.0,2.0,3.0,16.0,2,2
32,https://www.d20pfsrd.com/bestiary/monster-listings/animals/rat/rat-common,Rat,0.25,100,N,Tiny,Animal,2.0,2,1.0,14.0,14.0,12.0,4.0,1.0,2.0,4.0,1.0,15,0,15,0,0,4,1,0.0,0,0.0,2.5,0,2.0,15.0,11.0,2.0,13.0,2.0,0.0,0.0,6.0,1,3
33,https://www.d20pfsrd.com/bestiary/monster-listings/vermin/scorpion/scorpion-greensting,Greensting Scorpion,0.25,100,N,Tiny,Vermin,3.0,1,4.0,18.0,15.0,15.0,4.0,1.0,2.0,3.0,0.0,30,0,0,0,0,5,1,0.0,0,0.0,2.5,0,3.0,16.0,10.0,NULL,10.0,2.0,0.0,1.0,7.0,0,3
34,https://www.d20pfsrd.com/bestiary/monster-listings/animals/skunk,Skunk,0.25,100,N,Tiny,Animal,2.0,2,5.0,14.0,14.0,12.0,3.0,1.0,1.0,4.0,1.0,30,0,0,0,0,4,2,0.0,0,0.0,2.5,2,3.0,15.0,9.0,2.0,12.0,6.0,0.0,0.0,6.0,1,1
35,https://www.d20pfsrd.com/bestiary/monster-listings/animals/skunk/skunk-giant,Giant Skunk,3.0,800,N,Large,Animal,3.0,2,7.0,15.0,12.0,12.0,27.0,5.0,5.0,7.0,2.0,30,0,0,0,0,5,2,7.5,0,0.0,10.0,5,17.0,16.0,13.0,2.0,12.0,9.0,3.0,7.0,20.0,3,3
36,https://www.d20pfsrd.com/bestiary/monster-listings/vermin/spider/scarlet-spider,Scarlet Spider,0.25,100,N,Tiny,Vermin,5.0,1,4.0,18.0,17.0,13.0,4.0,1.0,2.0,5.0,0.0,30,0,0,0,0,7,1,0.0,0,0.0,2.5,0,3.0,21.0,10.0,NULL,10.0,2.0,0.0,3.0,9.0,1,4
37,https://www.d20pfsrd.com/bestiary/monster-listings/undead/zombie/zombie-kobold,Kobold Zombie,0.25,100,NE,Small,Undead,1.0,1,0.0,15.0,12.0,14.0,12.0,2.0,0.0,0.0,3.0,30,0,0,0,0,0,0,0.0,0,0.0,5.0,5,11.0,10.0,NULL,NULL,10.0,10.0,1.0,NULL,10.0,0,0
38,https://www.d20pfsrd.com/bestiary/monster-listings/magical-beasts/barrow-rat,Barrow Rat,0.25,100,N,Tiny,Magical beast,2.0,3,1.0,15.0,14.0,13.0,5.0,1.0,2.0,4.0,1.0,15,15,15,0,0,5,1,0.0,0,0.0,2.0,0,4.0,15.0,11.0,2.0,12.0,3.0,1.0,-4.0,8.0,1,3
39,https://www.d20pfsrd.com/bestiary/monster-listings/vermin/centipede/centipede-sewer,Sewer Centipede,0.25,100,N,Small,Vermin,3.0,1,4.0,16.0,14.0,13.0,4.0,1.0,2.0,3.0,0.0,40,0,40,0,0,4,1,0.0,0,0.0,5.0,5,5.0,17.0,10.0,NULL,10.0,2.0,0.0,-4.0,9.0,0,3
40,https://www.d20pfsrd.com/bestiary/monster-listings/vermin/jellyfish/sea-wasp-monstrous/sea-wasp-monstrous-tiny,Tiny Monstrous Sea Wasp,0.25,100,N,Tiny,Vermin,1.0,1,4.0,13.0,11.0,12.0,4.0,1.0,3.0,1.0,0.0,0,0,0,0,0,3,1,0.0,0,0.0,2.5,0,5.0,13.0,10.0,NULL,10.0,2.0,0.0,-1.0,4.0,0,4
41,https://www.d20pfsrd.com/bestiary/monster-listings/vermin/beetle/beetle-fire,Fire Beetle,0.3333333333333333,135,N,Small,Vermin,0.0,1,0.0,12.0,11.0,12.0,4.0,1.0,2.0,0.0,0.0,30,0,0,30,0,0,0,0.0,0,0.0,5.0,5,10.0,11.0,11.0,NULL,10.0,7.0,NULL,NULL,NULL,0,0
42,https://www.d20pfsrd.com/bestiary/monster-listings/animals/dog/dog,Dog,0.3333333333333333,135,N,Small,Animal,1.0,2,8.0,13.0,12.0,12.0,6.0,1.0,4.0,3.0,1.0,40,0,0,0,0,0,0,0.0,0,0.0,5.0,5,13.0,13.0,15.0,2.0,12.0,6.0,0.0,0.0,11.0,1,3
43,https://www.d20pfsrd.com/bestiary/monster-listings/humanoids/drow-common,Common Drow,0.3333333333333333,135,CE,Medium,Humanoid,2.0,1,2.0,15.0,12.0,13.0,5.0,1.0,2.0,2.0,-1.0,30,0,0,0,0,3,1,4.0,0,0.0,5.0,5,11.0,15.0,10.0,10.0,9.0,10.0,1.0,1.0,13.0,1,2
44,https://www.d20pfsrd.com/bestiary/monster-listings/humanoids/drow-common/drow-noble,Drow Noble,3.0,800,CE,Medium,Humanoid,3.0,1,5.0,21.0,13.0,18.0,20.0,3.0,4.0,4.0,6.0,20,0,0,0,0,5,1,5.0,0,0.0,5.0,5,12.0,17.0,12.0,10.0,17.0,12.0,2.0,3.0,16.0,2,4
45,https://www.d20pfsrd.com/bestiary/monster-listings/humanoids/duergar,Duergar,0.3333333333333333,135,LE,Medium,Humanoid,-1.0,1,1.0,17.0,9.0,17.0,7.0,1.0,4.0,-1.0,1.0,20,0,0,0,0,3,1,6.0,1,5.0,5.0,5,12.0,9.0,15.0,10.0,13.0,4.0,1.0,2.0,11.0,1,3
46,https://www.d20pfsrd.com/bestiary/monster-listings/humanoids/duergar/duergar-tyrant,Duergar Tyrant,3.0,800,LE,Medium,Humanoid,1.0,1,8.0,16.0,11.0,15.0,37.0,3.0,NULL,NULL,NULL,20,0,0,0,0,4,0,0.0,1,13.5,5.0,5,16.0,13.0,19.0,10.0,14.0,6.0,2.0,5.0,16.0,2,4
47,https://www.d20pfsrd.com/bestiary/monster-listings/animals/crocodilians/dwarf-caiman,Dwarf Caiman,0.3333333333333333,135,N,Small,Animal,0.0,1,0.0,14.0,11.0,14.0,6.0,1.0,4.0,2.0,0.0,10,0,0,0,0,0,0,0.0,0,0.0,5.0,5,10.0,11.0,15.0,1.0,11.0,2.0,0.0,-1.0,9.0,1,2
48,https://www.d20pfsrd.com/bestiary/monster-listings/vermin/eurypterid/eurypterid-ochre,Ochre Eurypterid,0.3333333333333333,135,N,Small,Vermin,5.0,2,1.0,14.0,12.0,13.0,4.0,1.0,2.0,1.0,1.0,20,0,0,0,0,0,3,0.75,0,0.0,5.0,5,8.0,13.0,10.0,NULL,13.0,2.0,0.0,-2.0,9.0,0,2
49,https://www.d20pfsrd.com/bestiary/monster-listings/humanoids/gillman,Gillman,0.3333333333333333,135,N,Medium,Humanoid,1.0,0,2.0,11.0,11.0,10.0,6.0,1.0,3.0,1.0,-1.0,30,0,0,0,0,0,0,0.0,0,0.0,5.0,5,12.0,13.0,13.0,9.0,8.0,10.0,1.0,2.0,13.0,1,2
50,https://www.d20pfsrd.com/bestiary/monster-listings/animals/herd-animals/goat,Goat,0.3333333333333333,135,N,Small,Animal,1.0,1,0.0,13.0,12.0,12.0,5.0,1.0,3.0,3.0,0.0,30,0,0,0,0,0,0,0.0,0,0.0,5.0,5,12.0,13.0,12.0,2.0,11.0,5.0,0.0,0.0,11.0,1,3
51,https://www.d20pfsrd.com/bestiary/monster-listings/humanoids/goblin,Goblin,0.3333333333333333,135,NE,Small,Humanoid,6.0,1,-1.0,16.0,13.0,14.0,6.0,1.0,3.0,2.0,-1.0,30,0,0,0,0,0,0,0.0,0,0.0,5.0,5,11.0,15.0,12.0,10.0,9.0,6.0,1.0,0.0,12.0,1,4
52,https://www.d20pfsrd.com/bestiary/monster-listings/humanoids/goblin/monkey-goblin,Monkey Goblin,0.5,200,NE,Small,Humanoid,4.0,1,4.0,17.0,15.0,13.0,13.0,1.0,3.0,4.0,0.0,30,0,30,0,0,6,1,4.5,1,3.0,5.0,5,15.0,18.0,13.0,10.0,10.0,6.0,1.0,2.0,16.0,1,5
53,https://www.d20pfsrd.com/bestiary/monster-listings/humanoids/goblin/goblin-fortuneseller,Fortuneseller Goblin,1.0,400,N,Medium,Humanoid,-1.0,1,2.0,12.0,9.0,12.0,11.0,2.0,5.0,-1.0,2.0,30,0,0,0,0,0,0,0.0,0,0.0,5.0,5,12.0,9.0,14.0,8.0,14.0,12.0,1.0,2.0,11.0,1,2
54,https://www.d20pfsrd.com/bestiary/monster-listings/animals/hawk,Hawk,0.3333333333333333,135,N,Tiny,Animal,3.0,1,14.0,15.0,15.0,12.0,4.0,1.0,2.0,5.0,2.0,10,0,0,60,0,5,2,1.0,0,0.0,2.5,0,6.0,17.0,11.0,2.0,14.0,7.0,0.0,1.0,9.0,1,2
55,https://www.d20pfsrd.com/bestiary/monster-listings/humanoids/merfolk,Merfolk,0.3333333333333333,135,N,Medium,Humanoid,1.0,1,3.0,13.0,11.0,12.0,7.0,1.0,4.0,1.0,-1.0,5,0,0,0,0,0,0,0.0,0,0.0,5.0,5,13.0,13.0,14.0,10.0,9.0,10.0,1.0,2.0,13.0,1,2
56,https://www.d20pfsrd.com/bestiary/monster-listings/oozes/alchemical-ooze-swarms/sanguine-ooze-swarm,Sanguine Ooze Swarm,0.3333333333333333,135,N,Tiny,Ooze,-5.0,1,-5.0,7.0,7.0,7.0,7.0,1.0,3.0,-5.0,-5.0,10,0,10,0,0,0,0,0.0,0,0.0,10.0,0,12.0,1.0,16.0,NULL,1.0,1.0,0.0,-7.0,4.0,0,0
57,https://www.d20pfsrd.com/bestiary/monster-listings/humanoids/orcs/orc,Orc,0.3333333333333333,135,CE,Medium,Humanoid,0.0,1,-1.0,13.0,10.0,13.0,6.0,1.0,3.0,0.0,-1.0,30,0,0,0,0,0,0,0.0,0,0.0,5.0,5,17.0,11.0,12.0,7.0,8.0,6.0,1.0,4.0,14.0,1,1
58,https://www.d20pfsrd.com/bestiary/monster-listings/animals/owl,Owl,0.3333333333333333,135,N,Tiny,Animal,3.0,1,10.0,15.0,15.0,12.0,4.0,1.0,2.0,5.0,2.0,10,0,0,60,0,5,2,1.0,0,0.0,2.5,0,6.0,17.0,11.0,2.0,15.0,6.0,0.0,1.0,9.0,1,3
59,https://www.d20pfsrd.com/bestiary/monster-listings/animals/pig,Pig,0.3333333333333333,135,N,Small,Animal,1.0,2,5.0,13.0,12.0,12.0,6.0,1.0,6.0,3.0,1.0,30,0,0,0,0,0,0,0.0,0,0.0,5.0,5,11.0,12.0,15.0,2.0,13.0,4.0,0.0,-1.0,10.0,1,1
60,https://www.d20pfsrd.com/bestiary/monster-listings/animals/pterosaur/pterosaur-rhamphorhynchus,Rhamphorhynchus,0.3333333333333333,135,N,Tiny,Animal,3.0,2,6.0,15.0,15.0,12.0,4.0,1.0,2.0,7.0,2.0,10,0,0,40,0,0,1,0.0,0,0.0,2.5,0,6.0,17.0,11.0,2.0,14.0,11.0,0.0,1.0,9.0,1,3
61,https://www.d20pfsrd.com/bestiary/monster-listings/humanoids/ratfolk,Ratfolk,0.3333333333333333,135,N,Small,Humanoid,2.0,1,9.0,15.0,13.0,13.0,8.0,1.0,0.0,2.0,2.0,20,0,0,0,0,3,1,0.0,1,4.0,5.0,5,6.0,15.0,11.0,14.0,10.0,9.0,0.0,-3.0,9.0,1,10
62,https://www.d20pfsrd.com/bestiary/monster-listings/animals/rat/dire-rat,Dire Rat,0.3333333333333333,135,N,Small,Animal,3.0,2,4.0,14.0,14.0,11.0,5.0,1.0,3.0,5.0,1.0,40,0,20,0,0,1,1,2.5,0,0.0,5.0,5,10.0,17.0,13.0,2.0,13.0,4.0,0.0,-1.0,12.0,1,4
63,https://www.d20pfsrd.com/bestiary/monster-listings/animals/seal,Seal,0.3333333333333333,135,N,Small,Animal,1.0,1,5.0,13.0,12.0,12.0,4.0,1.0,2.0,3.0,1.0,10,0,0,0,0,0,0,0.0,0,0.0,5.0,5,8.0,13.0,11.0,2.0,13.0,6.0,0.0,-2.0,9.0,1,2
64,https://www.d20pfsrd.com/bestiary/monster-listings/animals/seal/seal-elephant-ap,Elephant Seal,2.0,600,N,Large,Animal,0.0,2,9.0,14.0,9.0,14.0,22.0,3.0,6.0,3.0,1.0,20,0,0,0,0,7,1,14.0,0,0.0,10.0,5,23.0,10.0,17.0,2.0,11.0,4.0,2.0,9.0,19.0,2,1
65,https://www.d20pfsrd.com/bestiary/monster-listings/animals/seal/seal-sea-lion-ap,Sea Lion,1.0,400,N,Medium,Animal,2.0,2,8.0,14.0,12.0,12.0,13.0,2.0,5.0,5.0,1.0,0,0,0,0,0,0,0,0.0,0,0.0,5.0,5,14.0,15.0,15.0,2.0,13.0,6.0,1.0,3.0,15.0,1,2
66,https://www.d20pfsrd.com/bestiary/monster-listings/animals/squirrel/squirrel-flying,Flying Squirrel,0.3333333333333333,135,N,Tiny,Animal,2.0,1,1.0,14.0,14.0,12.0,3.0,1.0,1.0,4.0,1.0,20,0,0,40,0,4,1,0.0,0,0.0,2.5,0,3.0,15.0,8.0,1.0,12.0,6.0,0.0,0.0,6.0,1,3
67,https://www.d20pfsrd.com/bestiary/monster-listings/undead/beheaded/severed-head,Beheaded,0.3333333333333333,135,NE,Tiny,Undead,2.0,1,0.0,14.0,14.0,12.0,4.0,1.0,0.0,2.0,2.0,0,0,0,40,0,2,1,1.5,0,0.0,2.5,0,11.0,15.0,NULL,NULL,11.0,10.0,0.0,0.0,10.0,0,1
68,https://www.d20pfsrd.com/bestiary/monster-listings/undead/beheaded/severed-head/grabbing-severed-head,Grabbing Severed Head,0.3333333333333333,135,NE,Tiny,Undead,2.0,1,0.0,14.0,14.0,12.0,4.0,1.0,0.0,2.0,2.0,0,0,0,40,0,1,1,1.5,0,0.0,5.0,5,11.0,15.0,NULL,NULL,11.0,10.0,0.0,-1.0,11.0,0,0
69,https://www.d20pfsrd.com/bestiary/monster-listings/undead/beheaded/severed-head/severed-head-belching,Belching Severed Head,0.5,200,NE,Tiny,Undead,2.0,1,0.0,14.0,14.0,12.0,4.0,1.0,0.0,2.0,2.0,0,0,0,40,0,3,1,3.5,0,0.0,5.0,5,11.0,15.0,NULL,NULL,11.0,10.0,0.0,-1.0,11.0,0,0
70,https://www.d20pfsrd.com/bestiary/monster-listings/undead/beheaded/severed-head/screaming-severed-head,Screaming Severed Head,0.3333333333333333,135,NE,Tiny,Undead,2.0,1,0.0,14.0,14.0,12.0,4.0,1.0,0.0,2.0,2.0,0,0,0,40,0,1,1,1.5,0,0.0,5.0,5,11.0,15.0,NULL,NULL,11.0,10.0,0.0,-1.0,11.0,0,0
71,https://www.d20pfsrd.com/bestiary/monster-listings/undead/beheaded/severed-head/severed-head-burning,Burning Severed Head,0.5,200,NE,Tiny,Undead,2.0,1,0.0,14.0,14.0,12.0,4.0,1.0,0.0,2.0,2.0,0,0,0,40,0,1,1,1.5,0,0.0,5.0,5,11.0,15.0,NULL,NULL,11.0,10.0,0.0,-1.0,11.0,0,0
72,https://www.d20pfsrd.com/bestiary/monster-listings/undead/skeleton-medium,Medium skeleton,0.3333333333333333,135,NE,Medium,Undead,6.0,1,0.0,16.0,12.0,14.0,4.0,1.0,0.0,2.0,2.0,30,0,0,0,0,0,0,0.0,0,0.0,5.0,5,15.0,14.0,NULL,NULL,10.0,10.0,0.0,2.0,14.0,0,0
73,https://www.d20pfsrd.com/bestiary/monster-listings/fey/sprite,Sprite,0.3333333333333333,135,CN,Diminutive,Fey,3.0,3,6.0,17.0,17.0,14.0,3.0,1.0,0.0,5.0,2.0,15,0,0,60,0,7,1,0.0,1,0.0,1.0,0,3.0,17.0,10.0,6.0,11.0,10.0,0.0,-1.0,5.0,1,5
74,https://www.d20pfsrd.com/bestiary/monster-listings/fey/sprite/sprite-swarm,Sprite Swarm,5.0,1600,CN,Diminutive,Fey,7.0,3,14.0,18.0,18.0,14.0,45.0,10.0,4.0,10.0,7.0,15,0,0,60,0,0,0,0.0,0,0.0,10.0,0,3.0,17.0,12.0,6.0,11.0,10.0,5.0,NULL,NULL,5,5
75,https://www.d20pfsrd.com/bestiary/monster-listings/fey/sprite/sprite-liminal,Liminal Sprite,2.0,600,CN,Tiny,Fey,7.0,1,7.0,16.0,15.0,13.0,16.0,3.0,3.0,6.0,4.0,20,0,0,60,0,6,1,1.0,0,0.0,2.5,0,8.0,17.0,14.0,15.0,12.0,15.0,1.0,0.0,11.0,2,8
